1,20/09/2019,Pago14300002,14300002,2019/MXF-PGCL/000048243,105510.22
1,20/09/2019,Pago14300002,14300002,2019/MXO-FRC/L000372800,100908.54
1,20/09/2019,Pago14300002,14300002,2019/MXO-FRC/L000372801,4601.68
21,20/09/2019,1NC14300002,14300002,2019/MXF-NCCL/000094342,11367.89
21,20/09/2019,1NC14300002,14300002,2019/MXO-FRC/L000372800,9895.43
21,20/09/2019,1NC14300002,14300002,2019/MXO-FRC/L000372801,1472.46
22,20/09/2019,2NC14300002,14300002,2019/MXF-NCCL/000095540,2160
22,20/09/2019,2NC14300002,14300002,2019/MXO-FRC/L000372800,694.68
22,20/09/2019,2NC14300002,14300002,2019/MXO-FRC/L000372801,1465.32
